cycle1,cycle2,nll,acf,avg_rank,norm_prod
10,24,284.4066274524085,-7.56827141373265e-07,17.5,0.7279573074171811
11,26,280.29369351187427,-2.626086223425216e-07,9.0,0.28837915911378603
10,26,281.06179337525697,-1.327505076610818e-16,15.0,0.370475460870623
10,25,281.15652239878654,-3.7507452283135353e-06,8.5,0.38056474185364864
10,27,285.64340549274493,-7.744536250342329e-18,25.5,0.8601576463454299
10,29,286.95181213085976,-6.721426282208962e-20,28.5,1.0
11,24,283.5443760681674,-5.4968931729937705e-08,18.5,0.6358127532235486
10,28,285.74618961621127,-1.5060809625937072e-18,27.0,0.8711432018486978
11,27,283.0807407198609,-3.673246228640004e-10,18.5,0.5862603196239299
11,25,281.6332315390587,-0.0047116593174152425,7.5,0.381204840082648
11,29,283.251882763579,-7.893042143494417e-17,22.0,0.6045519672525537
11,28,284.08463139617197,-8.66917472543077e-12,21.5,0.6935560468691406
12,24,285.6443951029335,-1.2706310945342917e-06,18.5,0.8602363507073807
12,26,283.4566814791541,-1.3160635407869139e-05,14.0,0.6262366969842632
12,27,282.10729490062783,-0.0403870272768782,7.0,0.0
13,24,282.1764407191092,-3.174610511259832e-08,15.5,0.4896084581902282
12,28,281.10786080757214,-0.027535112679414966,5.0,0.11945909488603068
12,25,279.5240479939026,-1.8265469639010985e-05,4.5,0.20602818761499936
13,26,284.95811812798206,-6.17313147427482e-24,27.0,0.7869142102251016
12,29,277.5955148151926,-0.019331654827758917,2.0,0.0
13,27,282.56460960800587,-1.9959678386883566e-06,13.0,0.5310700427176259
13,25,281.807055158446,-2.30403512737503e-08,14.5,0.4501286992627004
13,28,279.0082310967791,-9.248678321744784e-08,8.0,0.1509906107925293
13,29,279.0138682641965,-1.6901098017722434e-07,8.0,0.15159282199447147
14,25,281.52262584741504,-2.162155186252042e-08,14.0,0.419728958723116
14,27,282.14597390161686,-8.215248410163857e-16,18.0,0.48635255303445785
14,26,282.4944198372246,-1.9707348788642017e-12,18.5,0.5235944152383567
14,24,283.1864415317106,-1.5333692160003338e-05,12.5,0.5973307418311808
14,29,279.63239171860596,-8.553844402451525e-21,16.5,0.21770117330523572
14,28,286.6620370512763,-1.4293713697982368e-36,29.5,0.9690288722336508
