date,trend,remainder,seasonal28,seasonal28.1,is_projected,projection,observation
2005-01-01,42.3619795674264,31.6581151986616,-11.0200943386889,-11.0200943386889,False,20.321790890048604,51.97990608871021
2005-02-01,42.3954661953095,21.4763890142171,-12.8718547821275,-12.8718547821275,False,16.651756631054504,38.1281456452716
2005-03-01,42.4289528231926,9.29466216962121,-10.7236145654147,-10.7236145654147,False,20.981723692363204,30.276385861984416
2005-04-01,42.4624394510757,-10.6617683700174,6.19932934634086,6.19932934634086,False,54.861098143757424,44.199329773740025
2005-05-01,42.4959260789589,-0.414682813425991,-23.0812428381338,-23.0812428381338,False,0.0,-0.414682813425991
2005-06-01,42.529412706842,-25.317334056585,-11.212078222858,-11.212078222858,False,20.105256261126,-5.212077795458999
2005-07-01,42.542521608611,-29.2101124683481,-9.33240871286388,-9.33240871286388,False,23.877704182883235,-5.332408285464865
2005-08-01,42.55563051038,-51.6028908806941,15.0472607977133,15.0472607977133,False,72.6501521058066,21.0472612251125
2005-09-01,42.5687394121491,-35.2302187652387,1.66147978048887,1.66147978048887,False,45.891698973126836,10.661480207888133
2005-10-01,42.5818483139181,-28.3575466482653,2.77569876174628,2.77569876174628,False,48.13324583741066,19.775699189145364
2005-11-01,42.5949572156871,-3.98487453350021,-1.61008225478788,-1.61008225478788,False,39.37479270611134,35.38991817261113
2005-12-01,42.6129688023477,25.8845050525395,-0.497473427488226,-0.497473427488226,False,41.61802194737125,67.50252699991074
2006-01-01,42.6309803890083,48.7538846398211,12.6151353985697,12.6151353985697,False,67.8612511861477,116.61513582596879
2006-02-01,42.6489919756689,61.6610437398406,20.6899647118897,20.6899647118897,False,84.02892139944831,145.68996513928892
2006-03-01,42.6670035623295,46.0682028398601,8.26479402520968,8.26479402520968,False,59.19659161274886,105.26479445260895
2006-04-01,42.6850151489901,6.97536194064051,-25.6603766622316,-25.6603766622316,False,0.0,6.97536194064051
2006-05-01,42.9764473794908,-2.75499474826157,-27.2214522038302,-27.2214522038302,False,0.0,-2.75499474826157
2006-06-01,43.2678796099915,-18.9853514371636,-23.2825277454287,-23.2825277454287,False,0.0,-18.9853514371636
2006-07-01,43.5593118404922,-26.1423893534996,-14.4169220595934,-14.4169220595934,False,14.7254677213054,-11.4169216321942
2006-08-01,43.8507440709929,-39.7994272684604,2.94868362486662,2.94868362486662,False,49.748111320726146,9.948684052265747
