cycle1,cycle2,nll,acf,avg_rank,norm_prod
10,25,26.243745368984047,-2.682029456429917e-06,24.0,0.35422380257791336
10,24,-19.66904325933949,-0.025594930619651495,8.0,0.1823147182622468
11,25,-20.291900359843492,-0.010214142960392622,8.0,0.1882162950573036
10,29,-50.188018172875516,-2.240303122954497e-14,18.5,0.09018987907472747
10,27,31.48382295219272,-5.811340987717629e-09,27.0,0.37232836953206755
11,26,-23.791879737010053,-2.2832248829782582e-05,13.5,0.18136534400226115
10,26,9.892318266416716,-1.0401573891365026e-08,23.5,0.297739689008934
10,28,-51.953269991314755,-1.0472579258933223e-06,15.5,0.08409151520295637
11,28,62.77130075446184,-3.0261681963726972e-06,25.0,0.4804082999455181
11,27,-74.80152972013872,-1.170283301320506e-05,11.0,0.005161402337213746
11,29,17.263371780702705,-5.530929524992445e-07,24.5,0.3232028082814363
11,24,3.8138894232644764,-0.11257689730743844,10.0,0.19395774009471933
12,25,-57.793792978751576,-0.0001735231770402863,8.5,0.06388596902965672
12,24,176.24397053122527,-0.3763381958659476,14.5,0.0
12,26,-55.91610198262929,-0.0016560136026368573,6.5,0.0700922023971095
12,28,15.493509089011107,-0.001503778683430173,16.5,0.3158221943618898
13,24,-34.25851264485007,-0.009225489379201944,7.5,0.14165909209943978
12,27,-54.922176233622984,-0.0008317060485965151,9.0,0.07367237284494295
12,29,-4.187104880354498,-7.942044565058632e-06,18.0,0.24909653502693074
13,26,213.17862143570727,-2.529178307079609e-05,23.0,0.9999327950675052
13,25,-36.382189606442324,-0.0010647716306348178,10.0,0.13749253082410046
13,29,-3.497740422833438,-0.0016057466287645466,13.0,0.25041020797764757
13,27,-8.195609207846182,-0.025983137039213965,8.0,0.21901183882690645
13,28,13.556249879385831,-0.004195015776153902,14.0,0.306936916409444
14,25,-0.43239551155471645,-1.2791441976238699e-05,18.0,0.2620636712967017
14,26,10.320265496309837,-3.1650863645463346e-06,21.0,0.2992155408083758
14,27,41.357764262085084,-1.177476206741325e-07,26.5,0.40643815569798175
14,24,-76.29566946439854,-0.0032837095791774153,4.5,0.0
14,28,199.73752847691853,-5.4038217230354744e-05,22.0,0.9534303084790086
14,29,-6.634248491555708,-1.7791659594200045e-05,16.0,0.24063666401025754
