date,observation,trend,seasonal,remainder,is_projected
2014-01-01,67,41.9863521591746,95.3979158958008,-70.3842680549753,False
2014-02-01,61,42.0209012655622,26.5773700020882,-7.59827126765033,False
2014-03-01,71,42.0554503719498,8.20127737966747,20.7432722483828,False
2014-04-01,36,41.5426886750625,-29.8451585828898,24.3024699078273,False
2014-05-01,11,41.0299269781752,-45.2248703811358,15.1949434029605,False
2014-06-01,2,40.298391265396,-54.1936553608935,15.8952640954975,False
2014-07-01,4,39.5668555526167,-52.1283199423309,16.5614643897142,False
2014-08-01,7,38.6242871256685,-58.4257829346526,26.8014958089842,False
2014-09-01,13,37.6817186987202,-52.5982505642711,27.9165318655509,False
2014-10-01,23,35.1467789612276,-23.1402232372397,10.9934442760121,False
2014-11-01,64,32.6118392237349,46.8178184975026,-15.4296577212375,False
2014-12-01,108,31.7390960289338,138.561877937256,-62.3009739661898,False
2015-01-01,86,30.8663528341326,95.3979158958008,-40.2642687299333,False
2015-02-01,44,31.4261675176798,26.5773700020882,-14.003537519768,False
2015-03-01,31,31.985982201227,8.20127737966747,-9.18725958089448,False
2015-04-01,17,32.8273134213031,-29.8451585828898,14.0178451615867,False
2015-05-01,7,33.6686446413791,-45.2248703811358,18.5562257397566,False
2015-06-01,9,31.9004938257613,-54.1936553608935,31.2931615351321,False
2015-07-01,4,30.1323430101435,-52.1283199423309,25.9959769321873,False
2015-08-01,4,25.4560230782935,-58.4257829346526,36.9697598563592,False
2015-09-01,2,20.7797031464434,-52.5982505642711,33.8185474178277,False
2015-10-01,14,16.6170113258776,-23.1402232372397,20.5232119113621,False
2015-11-01,38,12.4543195053119,46.8178184975026,-21.2721380028145,False
2015-12-01,99,10.7545570913779,138.561877937256,-50.3164350286339,False
2016-01-01,1,9.05479467744384,95.3979158958008,-103.452710573245,False
2016-02-01,4,10.1338511862101,26.5773700020882,-32.7112211882983,False
2016-03-01,2,11.2129076949763,8.20127737966747,-17.4141850746438,False
2016-04-01,1,14.8220394558078,-29.8451585828898,16.023119127082,False
2016-05-01,4,18.4311712166393,-45.2248703811358,30.7936991644965,False
2016-06-01,1,21.858054266989,-54.1936553608935,33.3356010939044,False
2016-07-01,0,25.2849373173388,-52.1283199423309,26.843382624992,False
2016-08-01,0,26.1210249534971,-58.4257829346526,32.3047579811555,False
2016-09-01,6,26.9571125896554,-52.5982505642711,31.6411379746157,False
2016-10-01,20,25.7559441544892,-23.1402232372397,17.3842790827505,False
2016-11-01,72,24.554775719323,46.8178184975026,0.627405783174435,False
2016-12-01,99,23.9740768400194,138.561877937256,-63.5359547772755,False
2017-01-01,56,23.3933779607159,95.3979158958008,-62.7912938565166,False
2017-02-01,33,26.3805030319035,26.5773700020882,-19.9578730339917,False
2017-03-01,23,29.3676281030911,8.20127737966747,-14.5689054827586,False
2017-04-01,5,38.2538986932141,-29.8451585828898,-3.40874011032433,False
2017-05-01,3,47.1401692833371,-45.2248703811358,1.08470109779861,False
2017-06-01,4,60.1678952166288,-54.1936553608935,-1.97423985573538,False
2017-07-01,4,73.1956211499205,-52.1283199423309,-17.0673012075896,False
2017-08-01,11,89.5491012986823,-58.4257829346526,-20.1233183640297,False
2017-09-01,53,105.902581447444,-52.5982505642711,-0.304330883173023,False
2017-10-01,166,119.707248915642,-23.1402232372397,69.432974321598,False
2017-11-01,187,133.511916383839,46.8178184975026,6.67026511865811,False
2017-12-01,200,140.264438810359,138.561877937256,-78.8263167476151,False
2018-01-01,236,147.016961236879,95.3979158958008,-6.41487713267963,False
2018-02-01,266,148.422758737808,26.5773700020882,90.9998712601042,False
2018-03-01,328,149.828556238736,8.20127737966747,169.970166381596,False
2018-04-01,135,152.220751817744,-29.8451585828898,12.624406765146,False
2018-05-01,61,154.612947396751,-45.2248703811358,-48.3880770156156,False
2018-06-01,34,163.199424487481,-54.1936553608935,-75.0057691265878,False
2018-07-01,28,171.785901578211,-52.1283199423309,-91.6575816358802,False
2018-08-01,65,180.22628222412,-58.4257829346526,-56.800499289467,False
2018-09-01,87,188.666662870028,-52.5982505642711,-49.068412305757,False
2018-10-01,93,191.823594116741,-23.1402232372397,-75.6833708795013,False
2018-11-01,280,194.980525363454,46.8178184975026,38.2016561390434,False
2018-12-01,529,194.326285801687,138.561877937256,196.111836261057,False
2019-01-01,418,193.672046239921,95.3979158958008,128.930037864279,False
2019-02-01,374,187.56421329514,26.5773700020882,159.858416702772,False
2019-03-01,225,181.45638035036,8.20127737966747,35.3423422699727,False
2019-04-01,46,170.932620673574,-29.8451585828898,-95.0874620906841,False
2019-05-01,26,160.408860996788,-45.2248703811358,-89.1839906156522,False
2019-06-01,13,150.891157727565,-54.1936553608935,-83.6975023666719,False
2019-07-01,24,141.373454458343,-52.1283199423309,-65.2451345160119,False
2019-08-01,21,133.605465618635,-58.4257829346526,-54.179682683982,False
2019-09-01,34,125.837476778926,-52.5982505642711,-39.2392262146554,False
2019-10-01,61,121.168290533164,-23.1402232372397,-37.0280672959244,False
2019-11-01,202,116.499104287402,46.8178184975026,38.6830772150955,False
2019-12-01,452,113.216476641864,138.561877937256,200.22164542088,False
2020-01-01,440,109.933848996326,95.3979158958008,234.668235107874,False
2020-02-01,27,105.334135748729,26.5773700020882,-104.911505750817,False
2020-03-01,0,100.734422501132,8.20127737966747,-108.935699880799,False
2020-04-01,0,91.3813911840979,-29.8451585828898,-61.5362326012081,False
2020-05-01,0,82.0283598670641,-45.2248703811358,-36.8034894859283,False
2020-06-01,0,71.4576755421684,-54.1936553608935,-17.2640201812749,False
2020-07-01,0,60.8869912172727,-52.1283199423309,-8.75867127494179,False
2020-08-01,4,59.3132797739775,-58.4257829346526,3.11250316067515,False
2020-09-01,20,57.7395683306823,-52.5982505642711,14.8586822335888,False
2020-10-01,48,66.0709499628016,-23.1402232372397,5.0692732744381,False
2020-11-01,93,74.4023315949209,46.8178184975026,-28.2201500924235,False
2020-12-01,163,85.1915404713557,138.561877937256,-60.7534184086118,False
2021-01-01,201,95.9807493477905,95.3979158958008,9.62133475640874,False
2021-02-01,91,104.738703162715,26.5773700020882,-40.316073164803,False
2021-03-01,71,113.496656977639,8.20127737966747,-50.6979343573067,False
2021-04-01,165,116.687701802688,-29.8451585828898,78.1574567802014,False
2021-05-01,152,119.878746627738,-45.2248703811358,77.346123753398,False
2021-06-01,109,116.139545899028,-54.1936553608935,47.0541094618652,False
2021-07-01,177,112.400345170319,-52.1283199423309,116.727974772012,False
2021-08-01,78,102.567961766956,-58.4257829346526,33.8578211676962,False
2021-09-01,21,92.7355783635941,-52.5982505642711,-19.137327799323,False
2021-10-01,48,81.3075961120785,-23.1402232372397,-10.1673728748387,False
2021-11-01,98,69.8796138605629,46.8178184975026,-18.6974323580655,False
2021-12-01,119,59.0381451251388,138.561877937256,-78.6000230623948,False
2022-01-01,60,48.1966763897146,95.3979158958008,-83.5945922855154,False
2022-02-01,40,37.2031891008961,26.5773700020882,-23.7805591029843,False
2022-03-01,18,26.2097018120777,8.20127737966747,-16.4109791917451,False
2022-04-01,10,15.962313848866,-29.8451585828898,23.8828447340238,False
2022-05-01,1,5.71492588565433,-45.2248703811358,40.5099444954814,False
2022-06-01,1,-3.59249566340323,-54.1936553608935,58.7861510242967,False
