cycle1,cycle2,nll,acf,avg_rank,norm_prod
10,24,253.34867513651767,-0.6328846524731021,14.0,0.0
10,25,285.65521085494595,-0.245034651816376,30.5,0.5098894986576474
10,26,280.6245628970554,-0.2315200718329109,27.5,0.4383573373230837
10,29,300.90307488281996,-0.6837835989737897,29.5,0.30532835738924874
10,28,283.2348798400314,-0.2211085155534341,29.5,0.4869480972729529
10,27,270.02748813193904,-0.2545589527330709,21.0,0.2598496464332092
10,30,280.792601011238,-0.9373243470628139,13.0,0.027730207038077638
10,31,297.2063541443728,-0.7955012182484594,27.0,0.1770413945628135
11,25,272.9806193112509,-0.9374447467928311,8.0,0.019786297278037025
11,24,273.8411165363723,-0.8554060854696515,13.0,0.05652726794083107
11,26,274.69066082875287,-0.8709297669084027,12.5,0.05180111003332065
11,27,279.7547561572352,-0.6859287186517188,18.0,0.16833450230088376
11,29,304.70966464497053,-0.399000374394829,34.0,0.6418819422077066
11,28,279.7762712516563,-0.6422404514013578,19.5,0.19310858145128915
11,30,305.4390098632445,-0.4630042199478578,34.0,0.5798547173946001
12,24,287.21613445888016,-0.9754030265504526,15.0,0.006702010521507241
11,31,297.3519884422852,-0.33105223102173403,34.0,0.6137305986445594
12,25,285.1014239852,-0.8431544579811392,20.0,0.09588937047583747
12,26,278.10546026851654,-0.7798664526426967,16.5,0.10819575780440431
12,27,283.12643649908034,-0.9693273924654654,11.5,0.009753239165897959
12,28,293.1937898204333,-0.953560448032607,18.5,0.026456254192673077
12,29,290.74890692157555,-0.9793076392909612,15.5,0.004284973693087153
12,30,266.9497772699135,-0.6146493853363768,16.0,0.10739203059791552
12,31,286.58578238955863,-0.6416661869473004,25.5,0.243273515569162
13,25,294.688913164826,-0.30848756837700686,34.0,0.5964928626328636
13,26,307.7560597249951,-0.8688118989968128,27.0,0.13451598793975278
13,24,268.8169199883169,-0.9195168662041033,8.0,0.021507303242750457
13,27,273.0007197399551,-0.3613222510696959,20.5,0.26140079548140494
13,31,292.0591174465353,-0.329636954009593,32.0,0.5410780070133134
13,29,289.11793231073096,-0.854109352254302,22.5,0.09965726844565365
13,28,284.67223211279,-0.9244609006491751,15.5,0.04024820899989567
13,30,286.23203516102865,-0.9698628913323396,14.0,0.010394679559886022
14,25,271.53415169633763,-0.9374913144156103,6.5,0.018310386429189134
14,24,263.1897425997148,-0.3268571124775936,18.5,0.13813798132826485
14,26,272.7527771481668,-0.627729320729375,17.5,0.14779574171794493
14,27,286.50874311313214,-0.8171133544335776,22.0,0.11856562800501548
14,29,283.560136569125,-0.6371223810913125,23.0,0.22405704452294103
14,31,297.0735850485062,-0.8945414871276579,23.0,0.08409847119740664
14,28,314.7231930181665,-0.9846768428015619,20.5,0.0
14,30,278.2526738418652,-0.9229811854215615,12.0,0.03278594318706511
