date,observation,trend,seasonal,remainder,is_projected
2015-01-01,42,19.044240063397,15.9693680718575,6.98639186474555,False
2015-02-01,20,18.0824810822664,-2.19276120816161,4.1102801258952,False
2015-03-01,20,17.1207221011359,-0.154899114492558,3.0341770133567,False
2015-04-01,18,16.3025153333597,-1.69150427098842,3.38898893762871,False
2015-05-01,5,15.4843085655836,-1.22810995029179,-9.25619861529178,False
2015-06-01,2,14.7206019170817,-3.1630163592438,-9.55758555783786,False
2015-07-01,4,13.9568952685797,-4.69792655854334,-5.2589687100364,False
2015-08-01,4,13.1647361957223,-3.61568885940189,-5.54904733632043,False
2015-09-01,7,12.3725771228649,-2.13345246727662,-3.23912465558827,False
2015-10-01,14,12.0360399245495,-1.41432334520697,3.37828342065748,False
2015-11-01,11,11.6995027262341,-1.4951913477018,0.795688621467727,False
2015-12-01,23,11.7569877448059,5.81750139466329,5.42551086053082,False
2016-01-01,36,11.8144727633777,15.9693680718575,8.21615916476481,False
2016-02-01,11,11.6632737607235,-2.19276120816161,1.52948744743814,False
2016-03-01,8,11.5120747580692,-0.154899114492558,-3.35717564357669,False
2016-04-01,4,11.5123116904458,-1.69150427098842,-5.82080741945735,False
2016-05-01,9,11.5125486228223,-1.22810995029179,-1.2844386725305,False
2016-06-01,8,11.9622616237369,-3.1630163592438,-0.799245264493136,False
2016-07-01,6,12.4119746246516,-4.69792655854334,-1.71404806610822,False
2016-08-01,1,12.9345417816991,-3.61568885940189,-8.31885292229722,False
2016-09-01,5,13.4571089387466,-2.13345246727662,-6.32365647147002,False
2016-10-01,9,13.9086480835321,-1.41432334520697,-3.49432473832515,False
2016-11-01,28,14.3601872283176,-1.4951913477018,15.1350041193842,False
2016-12-01,39,14.7340305593532,5.81750139466329,18.4484680459835,False
2017-01-01,29,15.1078738903888,15.9693680718575,-2.07724196224632,False
2017-02-01,12,15.585815748625,-2.19276120816161,-1.39305454046343,False
2017-03-01,8,16.0637576068613,-0.154899114492558,-7.9088584923687,False
2017-04-01,12,15.9983186109111,-1.69150427098842,-2.30681433992269,False
2017-05-01,14,15.932879614961,-1.22810995029179,-0.704769664669168,False
2017-06-01,8,14.906282722906,-3.1630163592438,-3.74326636366218,False
2017-07-01,7,13.879685830851,-4.69792655854334,-2.18175927230764,False
2017-08-01,15,12.9695323623742,-3.61568885940189,5.64615649702767,False
2017-09-01,26,12.0593788938975,-2.13345246727662,16.0740735733792,False
2017-10-01,20,12.0290592660169,-1.41432334520697,9.38526407919002,False
2017-11-01,7,11.9987396381364,-1.4951913477018,-3.50354829043463,False
2017-12-01,9,12.7422692167325,5.81750139466329,-9.55977061139581,False
2018-01-01,5,13.4857987953286,15.9693680718575,-24.4551668671861,False
2018-02-01,3,14.1952004746779,-2.19276120816161,-9.00243926651627,False
2018-03-01,7,14.9046021540272,-0.154899114492558,-7.74970303953461,False
2018-04-01,17,15.3472373904566,-1.69150427098842,3.34426688053184,False
2018-05-01,26,15.789872626886,-1.22810995029179,11.4382373234058,False
2018-06-01,31,16.5425445031977,-3.1630163592438,17.6204718560461,False
2018-07-01,22,17.2952163795095,-4.69792655854334,9.40271017903387,False
2018-08-01,25,17.9248594396733,-3.61568885940189,10.6908294197286,False
2018-09-01,13,18.5545024998372,-2.13345246727662,-3.42105003256057,False
2018-10-01,10,18.0340362547768,-1.41432334520697,-6.61971290956982,False
2018-11-01,6,17.5135700097164,-1.4951913477018,-10.0183786620146,False
2018-12-01,6,16.0894293107672,5.81750139466329,-15.9069307054305,False
2019-01-01,41,14.665288611818,15.9693680718575,10.3653433163245,False
2019-02-01,15,13.3914313028317,-2.19276120816161,3.80132990532991,False
2019-03-01,27,12.1175739938454,-0.154899114492558,15.0373251206471,False
2019-04-01,10,10.9879344687168,-1.69150427098842,0.703569802271579,False
2019-05-01,8,9.85829494358826,-1.22810995029179,-0.630184993296471,False
2019-06-01,2,8.73639621931421,-3.1630163592438,-3.57337986007041,False
2019-07-01,3,7.61449749504015,-4.69792655854334,0.0834290635031918,False
2019-08-01,1,6.3989439745954,-3.61568885940189,-1.78325511519351,False
2019-09-01,1,5.18339045415065,-2.13345246727662,-2.04993798687402,False
2019-10-01,1,3.89264057786904,-1.41432334520697,-1.47831723266207,False
2019-11-01,0,2.60189070158743,-1.4951913477018,-1.10669935388562,False
2019-12-01,10,1.28065589456208,5.81750139466329,2.90184271077462,False
