date,trend,remainder,seasonal17,seasonal17.1,is_projected
2014-01-01,35.8611679390572,40.7194076157911,-9.58057425340269,-9.58057425340269,False
2014-02-01,35.7804528324406,43.4583704663425,-18.2388219973376,-18.2388219973376,False
2014-03-01,35.6997377258241,24.8529270016551,10.4473365739665,10.4473365739665,False
2014-04-01,35.6190226192075,-38.2858732373406,38.6668519195788,38.6668519195788,False
2014-05-01,35.4093949615745,-57.9862038761702,33.5768102160415,33.5768102160415,False
2014-06-01,35.1997673039415,-12.3530715471097,-20.8466944553862,-20.8466944553862,False
2014-07-01,34.9901396463085,0.212671815438057,-31.202810160301,-31.202810160301,False
2014-08-01,34.4033330646363,-2.22404127580057,-25.1792904873901,-25.1792904873901,False
2014-09-01,33.8165264829642,-42.7311186958173,21.9145935142988,21.9145935142988,False
2014-10-01,33.2297199012921,-24.42297733849,14.1932587386436,14.1932587386436,False
2014-11-01,32.312874645887,8.99604742699957,22.691079228559,22.691079228559,False
2014-12-01,31.3960293904818,62.1840307817659,14.4199411291978,14.4199411291978,False
2015-01-01,30.4791841350767,73.0250903367543,-17.5042731703855,-17.5042731703855,False
2015-02-01,30.6638533754473,38.3140561370384,-24.9779082110403,-24.9779082110403,False
2015-03-01,30.8485226158178,18.0007892125465,-17.8493105269189,-17.8493105269189,False
2015-04-01,31.0331918561884,-10.1587301224417,-3.87446043230136,-3.87446043230136,False
2015-05-01,29.7538010656881,-36.0980500138464,13.3442502496037,13.3442502496037,False
2015-06-01,28.4744102751879,-9.8938347203396,-9.58057425340269,-9.58057425340269,False
2015-07-01,27.1950194846877,-4.9561961859045,-18.2388219973376,-18.2388219973376,False
2015-08-01,24.2966216933813,-30.7439569659021,10.4473365739665,10.4473365739665,False
2015-09-01,21.398223902075,-58.0650745202081,38.6668519195788,38.6668519195788,False
2015-10-01,18.4998261107686,-38.0766350253643,33.5768102160415,33.5768102160415,False
2015-11-01,17.0304101914411,41.8162855653907,-20.8466944553862,-20.8466944553862,False
2015-12-01,15.5609942721137,114.641817189633,-31.202810160301,-31.202810160301,False
2016-01-01,14.0915783527862,12.0877134360496,-25.1792904873901,-25.1792904873901,False
2016-02-01,15.7753720785011,-33.6899642913543,21.9145935142988,21.9145935142988,False
2016-03-01,17.4591658042161,-29.652423241414,14.1932587386436,14.1932587386436,False
2016-04-01,19.1429595299311,-40.8340374570446,22.691079228559,22.691079228559,False
2016-05-01,20.4106791852533,-30.8306190130055,14.4199411291978,14.4199411291978,False
2016-06-01,21.6783988405754,-3.17412436874438,-17.5042731703855,-17.5042731703855,False
2016-07-01,22.9461184958975,2.03179101658815,-24.9779082110403,-24.9779082110403,False
2016-08-01,22.937871398206,-5.08855956984172,-17.8493105269189,-17.8493105269189,False
2016-09-01,22.9296243005145,-13.0551625667679,-3.87446043230136,-3.87446043230136,False
2016-10-01,22.921377202823,-16.2656261509813,13.3442502496037,13.3442502496037,False
2016-11-01,25.1839938973148,56.3965816575335,-9.58057425340269,-9.58057425340269,False
2016-12-01,27.4466105918066,89.7922127069766,-18.2388219973376,-18.2388219973376,False
2017-01-01,29.7092272862983,15.8434374411808,10.4473365739665,10.4473365739665,False
2017-02-01,37.5681530273273,-43.2350036454605,38.6668519195788,38.6668519195788,False
2017-03-01,45.4270787683563,-56.003887682952,33.5768102160415,33.5768102160415,False
2017-04-01,53.2860045093852,-27.4393087525534,-20.8466944553862,-20.8466944553862,False
2017-05-01,64.2712141329252,-30.0684026711786,-31.202810160301,-31.202810160301,False
2017-06-01,75.2564237564651,-46.0771319676294,-25.1792904873901,-25.1792904873901,False
2017-07-01,86.2416333800051,-104.156225592858,21.9145935142988,21.9145935142988,False
2017-08-01,93.4067597076086,-96.6000171448065,14.1932587386436,14.1932587386436,False
2017-09-01,100.571886035212,-70.2629639623257,22.691079228559,22.691079228559,False
2017-10-01,107.737012362816,43.843047809432,14.4199411291978,14.4199411291978,False
2017-11-01,113.289693211694,91.2145812601371,-17.5042731703855,-17.5042731703855,False
2017-12-01,118.842374060572,106.135535451914,-24.9779082110403,-24.9779082110403,False
2018-01-01,124.39505490945,129.454256918914,-17.8493105269189,-17.8493105269189,False
2018-02-01,135.729246706853,134.145215026893,-3.87446043230136,-3.87446043230136,False
2018-03-01,147.063438504257,167.592312547585,13.3442502496037,13.3442502496037,False
2018-04-01,158.39763030166,-13.8170547468114,-9.58057425340269,-9.58057425340269,False
2018-05-01,167.688331535211,-88.4495082364278,-18.2388219973376,-18.2388219973376,False
2018-06-01,176.979032768762,-153.426368041283,10.4473365739665,10.4473365739665,False
2018-07-01,186.269734002314,-196.936584620447,38.6668519195788,38.6668519195788,False
2018-08-01,183.594788182712,-152.171597097307,33.5768102160415,33.5768102160415,False
2018-09-01,180.919842363109,-73.0731466062776,-20.8466944553862,-20.8466944553862,False
2018-10-01,178.244896543507,-54.0420850817607,-31.202810160301,-31.202810160301,False
2018-11-01,172.748829773965,132.430462014871,-25.1792904873901,-25.1792904873901,False
2018-12-01,167.252763004422,339.832644782725,21.9145935142988,21.9145935142988,False
2019-01-01,161.75669623488,242.050046327922,14.1932587386436,14.1932587386436,False
2019-02-01,164.342637636237,186.96628443665,22.691079228559,22.691079228559,False
2019-03-01,166.928579037593,43.6514811346547,14.4199411291978,14.4199411291978,False
2019-04-01,169.51452043895,-106.010245967119,-17.5042731703855,-17.5042731703855,False
2019-05-01,167.192686538958,-116.214777026473,-24.9779082110403,-24.9779082110403,False
2019-06-01,164.870852638967,-134.021540810603,-17.8493105269189,-17.8493105269189,False
