cycle1,cycle2,nll,acf,avg_rank,norm_prod
10,24,170.40713820857715,-5.552766119394734e-09,25.0,0.3041820325476107
10,25,269.4912408279329,-3.8465257490008912e-19,50.0,0.6862538548710168
10,26,312.95384275112644,-2.7125111192447363e-31,63.5,0.853847182353856
10,29,291.66260449899636,-2.0887970844121067e-19,54.5,0.7717474159567548
10,28,295.10447895417497,-5.861347543390753e-29,60.0,0.7850194053728726
10,32,222.56095768219566,-3.5248884679315344e-08,30.5,0.5052887687262051
10,30,308.1355005502092,-6.762221788458404e-22,58.5,0.8352674847133478
10,27,278.82194830183346,-8.961631970989693e-38,57.0,0.7222333923152647
10,34,159.17942364668673,-2.323541515773985e-05,10.5,0.2607999750239042
10,35,155.11011691439276,-0.004063008871891728,5.5,0.23079655360975232
10,31,225.78998502694745,-1.5252168613220725e-11,38.0,0.5177402694954883
10,33,203.66474242294416,-1.5611736687143253e-09,32.5,0.43242454322899754
10,36,122.85640784639251,-2.8558640890531855e-11,22.5,0.1208247618345926
11,25,211.47321934392613,-2.1599890747789695e-13,38.5,0.46253431567450404
11,24,226.253961281094,-2.52902354577301e-07,30.5,0.5195274793022386
11,26,194.9199466613707,-1.9018755982871795e-16,38.0,0.39870431179116317
11,27,230.3945081593226,-5.329294789250758e-18,45.0,0.5354954733728575
11,28,287.22424472425456,-2.789535011124793e-14,50.0,0.7546329439667278
11,32,160.39958857815986,-2.1555860466505104e-06,15.0,0.2655843171944297
11,34,159.85731359843516,-0.011231619527411491,6.0,0.2207240040938244
11,29,266.08139633588974,-9.926473658654316e-09,38.0,0.6731052775477507
11,30,190.77766937742277,-8.464458871963356e-09,29.5,0.38273149751361574
11,31,186.15110449695126,-1.8314256425500145e-08,26.0,0.36489125022472024
11,33,284.8570186263857,-4.2613264557882413e-16,49.5,0.7455048365576469
11,36,195.24026611791703,-4.157314036835466e-08,28.0,0.39993923460043224
11,35,173.14602841447802,-2.1228059070918486e-05,15.5,0.3146467409641945
12,24,248.46562140352282,-4.999964145267849e-07,34.5,0.6051739504353467
12,25,147.4240901741492,-6.628566762285385e-09,19.0,0.21555859166090685
12,26,164.41897736711144,-9.991612855736931e-06,15.0,0.28105090223326373
12,28,187.34126391098832,-0.0008585033579659005,16.5,0.3648958045339953
12,27,188.78071277834664,-1.6264368775945188e-05,20.5,0.3749430444310263
12,31,149.79096698126563,-4.820296276829164e-10,21.5,0.22468537127999746
12,30,91.52247225884965,-5.134382921692617e-07,12.5,0.0
12,32,167.13426438589119,-2.4741539108979543e-06,16.0,0.29155131323227496
12,29,180.2928917633094,-0.0015721152526446981,13.0,0.3345235830425701
12,33,161.93591679118086,-1.008396351358959e-06,17.0,0.2715127706197714
12,35,119.95021823283909,-6.12633586871589e-05,6.0,0.1095213244544956
12,34,180.48994489324357,-2.4410699363867736e-05,16.5,0.34294067162399217
12,36,179.89813858285072,-1.557381714089243e-09,27.5,0.34077968181747137
13,24,226.56945359944015,-3.314026181579155e-05,23.5,0.5204964844294119
13,25,239.23293435697406,-1.360799398126987e-06,32.0,0.5695655537729556
13,27,268.8514868679385,-1.0597709392904574e-05,32.0,0.6836821984484968
13,26,350.85619738966585,-4.4584084859716e-28,63.5,1.0
13,29,284.6896804611928,-2.299990798332437e-10,44.5,0.7448595722084878
13,30,231.8168014065734,-1.8360446822578877e-20,47.5,0.5409798863489692
13,28,248.8518876798634,-9.482986690756791e-09,38.0,0.6066676972956373
13,31,248.40631383507585,-3.2894052214556406e-24,51.5,0.6049496319735852
13,32,282.1274085506483,-1.3181788394655218e-17,49.5,0.7349793637354779
13,33,227.66455554395586,-1.631300318449678e-12,40.5,0.5249686796934016
13,35,122.34954616435459,-0.06918462632674949,2.0,0.0
13,34,168.12687128798277,-1.2763941212770021e-05,15.0,0.2953347705469704
13,36,170.00296152349054,-0.022463760213156856,8.5,0.20436380918832023
14,24,188.594187267151,-0.0010681019801386273,16.5,0.3685331714019295
14,26,336.69718657290014,-6.751602078321254e-11,52.0,0.9454023534776088
14,25,237.73417444285045,-1.749143869561655e-06,31.0,0.5637832316164958
14,30,305.8984719271831,-1.53442003362399e-23,59.5,0.8266414233636422
14,29,286.0076306000718,-6.862491923859278e-18,51.5,0.7499416369510663
14,27,303.51051967472523,-1.7544282805638335e-12,51.0,0.817433395149691
14,28,297.10098969629064,-2.179580357869825e-24,59.5,0.7927180212821939
14,31,311.2822429893265,-4.271826010112658e-22,59.5,0.8474014346557627
14,34,179.37865909283502,-2.1154992933926576e-10,28.5,0.3387765571987401
14,33,228.7172295064825,-1.1740824554879817e-19,46.0,0.5290278276704176
14,32,288.8660144509828,-2.85654457550808e-22,56.5,0.7609636659967259
14,35,210.3918342393523,-0.001717456822864024,18.0,0.44698590027035306
14,36,182.41910227067493,-0.0014446572353829777,14.5,0.34318174501291604
