cycle1,cycle2,nll,acf,avg_rank,norm_prod
10,24,38.59220326264904,-0.0090661339709195,34.5,0.5692143890764981
10,25,0.8774189052798178,-0.18153006557777873,20.0,0.3459828904738483
10,28,36.68353475623874,-0.0006402617821330467,37.0,0.5683217917339238
10,26,-62.59438608872898,-0.08553795906711409,13.5,0.19635353745432704
10,31,63.80186672201764,-1.3516953626348176e-10,52.5,0.6643369440081095
10,32,70.83049672844285,-1.8098656816926046e-08,51.5,0.6891090294574747
10,34,83.15023946511465,-6.618919945664161e-09,53.5,0.7325294353268287
10,30,159.0401143790376,-1.102150291736823e-10,59.5,0.99999999987109
10,33,64.47457172272134,-2.9830818421314417e-12,54.0,0.6667078635898475
10,35,44.8123665903456,-0.0026000147448271096,37.0,0.5955419958752234
10,29,-57.34572937659444,-5.31151738669693e-07,31.5,0.23735736653485512
10,27,-22.784582117871416,-8.67623893613685e-06,33.0,0.35916303015136647
11,24,36.51735729068815,-0.00029860814190902057,39.5,0.5679699189373896
11,27,-87.04662404022761,-0.0004656085921619544,22.0,0.13260374379563897
11,31,62.020640514104116,-7.966809966209733e-07,47.5,0.6580584596772445
11,25,-26.563776902210975,-0.831836249953958,10.0,0.0
11,29,-19.681430828864656,-0.2347755098223123,17.5,0.26564649930723594
11,32,42.63004493329918,-1.2763142598190348e-06,44.5,0.5897168755094768
11,33,122.39062406859145,-4.7217386347522824e-08,55.0,0.870830418195122
11,28,-45.44806972197564,-0.5847582188416892,9.0,0.08295682927089691
11,30,21.72482312445549,-0.0018888330061953601,34.5,0.5148664794419145
11,26,-104.6511024732504,-0.7316112298966028,2.0,0.008510175727567983
11,35,47.67059212541703,-0.004664852225722299,37.0,0.6040762672986852
11,34,67.04392324889518,-5.691447781263205e-06,47.5,0.6757588075484079
12,24,87.37764589422821,-0.03346761503516339,38.0,0.7173571380960332
12,26,-3.339942034845606,-0.1069118237074791,21.0,0.3727285697353348
12,25,77.98450750187739,-0.09438576853137531,33.0,0.633271118683161
12,28,48.0846573792247,-0.31589769506688226,26.0,0.3776907087686128
12,27,-92.55035268658573,-1.0734628899252286e-06,27.0,0.11328021034534975
12,30,15.290660102454172,-0.0001852990478731964,36.5,0.49325140853512023
12,31,-4.1670621685522775,-0.4167003706666602,16.0,0.21199224764703234
12,29,29.458639084841437,-0.08513564646021266,27.5,0.48769124035960265
12,32,-98.34766262874041,-0.0018911897651140454,18.5,0.09263689910652637
12,34,34.084565942055754,-0.045269997582683685,29.0,0.5291452127974442
12,35,78.2166635544294,-0.016414721181671223,38.5,0.7010293021685723
12,33,13.475945331682617,-0.011304651489472831,28.5,0.4803475677591498
13,24,-44.939088695783276,-0.1350590599613149,15.0,0.23544663636224228
13,25,16.032335392470227,-0.16583754965270747,23.0,0.3970960785241876
13,26,94.64026547410162,-0.08881244412192801,35.5,0.6904921212910965
13,27,-73.68394008659004,-8.896549557036921e-10,32.0,0.1797742058447109
13,28,14.312817771157384,-0.00038831009333916723,35.0,0.4896862489632549
13,29,-25.52517304930364,-0.00046856713734677694,28.5,0.34931080790316
13,31,-66.18390435402178,-0.021552560045822473,16.0,0.20086499101141847
13,30,-103.05524630684714,-0.0003901960752052002,20.5,0.07622054633365002
13,32,-103.02327680988873,-0.019234515777582988,14.0,0.07460311450613226
13,35,15.601802466035057,-0.27031955090203363,21.0,0.333775280115965
13,33,-124.69158020838881,-0.06136461163198241,10.0,0.0
13,34,-45.08431402203694,-0.01388984560414235,21.0,0.27588739815732166
14,27,-25.336225163500742,-2.4561641820834417e-09,38.5,0.35017362052677986
14,24,17.71963804914542,-0.5693928090990364,19.5,0.15835589333323544
14,25,-59.673500091620156,-0.4032549116090064,8.5,0.11806514474506606
14,30,101.41265956102198,-3.219440813962476e-08,54.5,0.7968945145452563
14,28,119.93325879642973,-6.630552991623346e-06,51.0,0.8621627184120377
14,29,99.75023003584595,-1.405266799596417e-10,56.5,0.7910353847971893
14,26,-7.561613416278593,-0.007191631955949499,27.5,0.4092504399561144
14,31,-59.45073686144829,-1.533194964480267e-05,27.0,0.22993427279454176
14,34,-25.54157834479625,-6.233605820823228e-06,32.5,0.34944724451341314
14,32,-34.99790562135368,-0.293367881709767,13.0,0.20463330509660693
14,33,-22.7062418711567,-0.0005468834093618661,29.5,0.35920657057426436
14,35,-56.12570152260256,-0.03355980779912071,17.5,0.23190796495687957
