,日期,省份,省份代码,城市,城市代码,平均气温
0,20010101,新疆维吾尔自治区,650000,哈密市,650500,-8.3818768078
1,20010102,新疆维吾尔自治区,650000,哈密市,650500,-9.26443042475
2,20010103,新疆维吾尔自治区,650000,哈密市,650500,-8.38891114271
3,20010104,新疆维吾尔自治区,650000,哈密市,650500,-6.88857094872
4,20010105,新疆维吾尔自治区,650000,哈密市,650500,-7.72684600009
5,20010106,新疆维吾尔自治区,650000,哈密市,650500,-10.5461945623
6,20010107,新疆维吾尔自治区,650000,哈密市,650500,-16.9572707905
7,20010108,新疆维吾尔自治区,650000,哈密市,650500,-15.757097535
8,20010109,新疆维吾尔自治区,650000,哈密市,650500,-12.6563633776
9,20010110,新疆维吾尔自治区,650000,哈密市,650500,-9.60875929868
10,20010111,新疆维吾尔自治区,650000,哈密市,650500,-8.68282645271
11,20010112,新疆维吾尔自治区,650000,哈密市,650500,-9.69803132985
12,20010113,新疆维吾尔自治区,650000,哈密市,650500,-9.87130707853
13,20010114,新疆维吾尔自治区,650000,哈密市,650500,-8.56373063893
14,20010115,新疆维吾尔自治区,650000,哈密市,650500,-7.43460922063
15,20010116,新疆维吾尔自治区,650000,哈密市,650500,-7.19741714957
16,20010117,新疆维吾尔自治区,650000,哈密市,650500,-7.23595040495
17,20010118,新疆维吾尔自治区,650000,哈密市,650500,-8.38365548562
18,20010119,新疆维吾尔自治区,650000,哈密市,650500,-8.83518537353
19,20010120,新疆维吾尔自治区,650000,哈密市,650500,-7.77493982902
20,20010121,新疆维吾尔自治区,650000,哈密市,650500,-7.50500063973
21,20010122,新疆维吾尔自治区,650000,哈密市,650500,-8.86598790074
22,20010123,新疆维吾尔自治区,650000,哈密市,650500,-9.35335934608
23,20010124,新疆维吾尔自治区,650000,哈密市,650500,-9.72835396955
24,20010125,新疆维吾尔自治区,650000,哈密市,650500,-9.38141769649
25,20010126,新疆维吾尔自治区,650000,哈密市,650500,-11.7736859883
26,20010127,新疆维吾尔自治区,650000,哈密市,650500,-12.4857278967
27,20010128,新疆维吾尔自治区,650000,哈密市,650500,-11.7764962905
28,20010129,新疆维吾尔自治区,650000,哈密市,650500,-10.0345206477
29,20010130,新疆维吾尔自治区,650000,哈密市,650500,-9.98165998739
30,20010131,新疆维吾尔自治区,650000,哈密市,650500,-9.58134264869
31,20010201,新疆维吾尔自治区,650000,哈密市,650500,-8.91066133275
32,20010202,新疆维吾尔自治区,650000,哈密市,650500,-7.93832218201
33,20010203,新疆维吾尔自治区,650000,哈密市,650500,-8.2494671689
34,20010204,新疆维吾尔自治区,650000,哈密市,650500,-8.86724714034
35,20010205,新疆维吾尔自治区,650000,哈密市,650500,-11.898068326
36,20010206,新疆维吾尔自治区,650000,哈密市,650500,-12.8668459928
37,20010207,新疆维吾尔自治区,650000,哈密市,650500,-10.7664248803
38,20010208,新疆维吾尔自治区,650000,哈密市,650500,-7.6186867385
39,20010209,新疆维吾尔自治区,650000,哈密市,650500,-6.27207264352
40,20010210,新疆维吾尔自治区,650000,哈密市,650500,-4.26857569362
41,20010211,新疆维吾尔自治区,650000,哈密市,650500,-7.02259085586
42,20010212,新疆维吾尔自治区,650000,哈密市,650500,-8.35414018605
43,20010213,新疆维吾尔自治区,650000,哈密市,650500,-5.53765450474
44,20010214,新疆维吾尔自治区,650000,哈密市,650500,-5.66818397966
45,20010215,新疆维吾尔自治区,650000,哈密市,650500,-4.88441934656
46,20010216,新疆维吾尔自治区,650000,哈密市,650500,-2.34405899486
47,20010217,新疆维吾尔自治区,650000,哈密市,650500,0.368142309829
48,20010218,新疆维吾尔自治区,650000,哈密市,650500,0.860651047087
49,20010219,新疆维吾尔自治区,650000,哈密市,650500,0.231337418846
50,20010220,新疆维吾尔自治区,650000,哈密市,650500,1.55044479694
51,20010221,新疆维吾尔自治区,650000,哈密市,650500,-0.973796101758
52,20010222,新疆维吾尔自治区,650000,哈密市,650500,-2.45019636354
53,20010223,新疆维吾尔自治区,650000,哈密市,650500,-2.5989521255
54,20010224,新疆维吾尔自治区,650000,哈密市,650500,-2.71368257236
55,20010225,新疆维吾尔自治区,650000,哈密市,650500,-1.45659995487
56,20010226,新疆维吾尔自治区,650000,哈密市,650500,0.136803134975
57,20010227,新疆维吾尔自治区,650000,哈密市,650500,1.63899527112
58,20010228,新疆维吾尔自治区,650000,哈密市,650500,2.70877069215
59,20010301,新疆维吾尔自治区,650000,哈密市,650500,-3.22137101738
60,20010302,新疆维吾尔自治区,650000,哈密市,650500,-4.14882364846
61,20010303,新疆维吾尔自治区,650000,哈密市,650500,-1.27583137966
62,20010304,新疆维吾尔自治区,650000,哈密市,650500,-4.01774654264
63,20010305,新疆维吾尔自治区,650000,哈密市,650500,-7.98539477491
64,20010306,新疆维吾尔自治区,650000,哈密市,650500,-7.50769733809
65,20010307,新疆维吾尔自治区,650000,哈密市,650500,-3.77382955099
66,20010308,新疆维吾尔自治区,650000,哈密市,650500,-1.25487793633
67,20010309,新疆维吾尔自治区,650000,哈密市,650500,2.11375819928
68,20010310,新疆维吾尔自治区,650000,哈密市,650500,4.11498589822
69,20010311,新疆维吾尔自治区,650000,哈密市,650500,6.17523906384
70,20010312,新疆维吾尔自治区,650000,哈密市,650500,2.65488193089
71,20010313,新疆维吾尔自治区,650000,哈密市,650500,-1.4285297181
72,20010314,新疆维吾尔自治区,650000,哈密市,650500,0.104893628578
73,20010315,新疆维吾尔自治区,650000,哈密市,650500,1.34256536156
74,20010316,新疆维吾尔自治区,650000,哈密市,650500,1.53877911798
75,20010317,新疆维吾尔自治区,650000,哈密市,650500,2.76010207092
76,20010318,新疆维吾尔自治区,650000,哈密市,650500,4.49623596939
77,20010319,新疆维吾尔自治区,650000,哈密市,650500,7.08709584838
78,20010320,新疆维吾尔自治区,650000,哈密市,650500,7.63134592995
79,20010321,新疆维吾尔自治区,650000,哈密市,650500,6.84754848863
80,20010322,新疆维吾尔自治区,650000,哈密市,650500,7.82713022589
81,20010323,新疆维吾尔自治区,650000,哈密市,650500,7.78872537422
82,20010324,新疆维吾尔自治区,650000,哈密市,650500,6.93397798449
83,20010325,新疆维吾尔自治区,650000,哈密市,650500,8.61300043308
84,20010326,新疆维吾尔自治区,650000,哈密市,650500,9.63527984543
85,20010327,新疆维吾尔自治区,650000,哈密市,650500,9.43220074419
86,20010328,新疆维吾尔自治区,650000,哈密市,650500,11.9700002517
87,20010329,新疆维吾尔自治区,650000,哈密市,650500,13.3671505311
88,20010330,新疆维吾尔自治区,650000,哈密市,650500,13.0954221557
89,20010331,新疆维吾尔自治区,650000,哈密市,650500,14.0750621933
90,20010401,新疆维吾尔自治区,650000,哈密市,650500,14.2440715474
91,20010402,新疆维吾尔自治区,650000,哈密市,650500,10.697178258
92,20010403,新疆维吾尔自治区,650000,哈密市,650500,7.49079833311
93,20010404,新疆维吾尔自治区,650000,哈密市,650500,6.13416084125
94,20010405,新疆维吾尔自治区,650000,哈密市,650500,9.67548542354
95,20010406,新疆维吾尔自治区,650000,哈密市,650500,6.68899301029
96,20010407,新疆维吾尔自治区,650000,哈密市,650500,3.71073645773
97,20010408,新疆维吾尔自治区,650000,哈密市,650500,-3.31959414898
98,20010409,新疆维吾尔自治区,650000,哈密市,650500,-1.97083828368
99,20010410,新疆维吾尔自治区,650000,哈密市,650500,2.24653827583
100,20010411,新疆维吾尔自治区,650000,哈密市,650500,6.45041220137
101,20010412,新疆维吾尔自治区,650000,哈密市,650500,8.73715343131
102,20010413,新疆维吾尔自治区,650000,哈密市,650500,10.1158073599
103,20010414,新疆维吾尔自治区,650000,哈密市,650500,12.1741500742
104,20010415,新疆维吾尔自治区,650000,哈密市,650500,14.8593956009
105,20010416,新疆维吾尔自治区,650000,哈密市,650500,16.8785675605
106,20010417,新疆维吾尔自治区,650000,哈密市,650500,15.6705456647
107,20010418,新疆维吾尔自治区,650000,哈密市,650500,15.4431494239
108,20010419,新疆维吾尔自治区,650000,哈密市,650500,15.0084718
109,20010420,新疆维吾尔自治区,650000,哈密市,650500,16.74571086
110,20010421,新疆维吾尔自治区,650000,哈密市,650500,13.2452652493
111,20010422,新疆维吾尔自治区,650000,哈密市,650500,12.1956110013
