date,trend,remainder,seasonal27,seasonal27.1,is_projected
2008-01-01,0.243322987416538,0.146093253331813,-0.389416241295154,-0.389416241295154,False
2008-02-01,0.238315890284894,0.152051320550603,-0.390367211382302,-0.390367211382302,False
2008-03-01,0.233308793153249,0.168312815717615,-0.401621609417668,-0.401621609417668,False
2008-04-01,0.228301696021605,1.93457446252279,0.837123840908805,0.837123840908805,False
2008-05-01,0.22329459888996,0.700993788530874,0.0757116120323611,0.0757116120323611,False
2008-06-01,0.218287501758316,0.467783793291945,0.313928704402937,0.313928704402937,False
2008-07-01,0.21229076060872,-0.264676764649965,0.0523860034944403,0.0523860034944403,False
2008-08-01,0.206294019459125,-0.237052021345066,0.0307580013391375,0.0307580013391375,False
2008-09-01,0.200297278309529,-0.459427247712534,0.259129968856202,0.259129968856202,False
2008-10-01,0.194300537159934,-0.184873221412491,-0.0094273162942464,-0.0094273162942464,False
2008-11-01,0.188303796010338,0.339642465209436,-0.527946261766581,-0.527946261766581,False
2008-12-01,0.177195233684802,0.367917193955016,-0.545112428186622,-0.545112428186622,False
2009-01-01,0.166086671359265,0.388966479280397,-0.555053151186468,-0.555053151186468,False
2009-02-01,0.154978109033729,0.410015764628484,-0.564993874209017,-0.564993874209017,False
2009-03-01,0.143869546708192,0.430828292401446,-0.574697839656443,-0.574697839656443,False
2009-04-01,0.132760984382656,0.24749066273205,-0.38025164766151,-0.38025164766151,False
2009-05-01,0.107636122873974,0.281433092205251,-0.389069215626028,-0.389069215626028,False
2009-06-01,0.0825112613652912,-0.0205523112432553,-0.0619589506688385,-0.0619589506688385,False
2009-07-01,0.0573863998566089,0.344128987918769,-0.401515388322183,-0.401515388322183,False
2009-08-01,0.0322615383479266,0.376311069936674,-0.408572608831406,-0.408572608831406,False
2009-09-01,0.0071366768392442,-1.59150679412962,1.58437011674358,1.58437011674358,False
2009-10-01,-0.0018540666846833,-3.23668365786803,3.23853772400592,3.23853772400592,False
2009-11-01,-0.0108448102086109,-0.229449855221287,0.240294664883095,0.240294664883095,False
2009-12-01,-0.0198355537325385,-0.222215971700854,0.24205152488659,0.24205152488659,False
2010-01-01,-0.028826297256466,0.452536721537548,-0.423710424827886,-0.423710424827886,False
2010-02-01,-0.0378170407803936,0.46062276604782,-0.422805725814229,-0.422805725814229,False
2010-03-01,-0.027415340462334,0.455187591558329,-0.427772251642798,-0.427772251642798,False
2010-04-01,-0.0170136401442744,0.406429880892625,-0.389416241295154,-0.389416241295154,False
2010-05-01,-0.0066119398262148,0.396979150661712,-0.390367211382302,-0.390367211382302,False
2010-06-01,0.0037897604918447,0.39783184837902,-0.401621609417668,-0.401621609417668,False
2010-07-01,0.0141914608099043,-0.85131530226551,0.837123840908805,0.837123840908805,False
2010-08-01,0.0252309090513578,-0.100942521630524,0.0757116120323611,0.0757116120323611,False
2010-09-01,0.0362703572928113,-0.35019906224255,0.313928704402937,0.313928704402937,False
2010-10-01,0.0473098055342648,-0.0996958095755092,0.0523860034944403,0.0523860034944403,False
2010-11-01,0.0583492537757183,-0.0891072556616593,0.0307580013391375,0.0307580013391375,False
2010-12-01,0.0693887020171718,-0.328518671420177,0.259129968856202,0.259129968856202,False
2011-01-01,0.0670394413272106,-0.0576121255797677,-0.0094273162942464,-0.0094273162942464,False
2011-02-01,0.0646901806372494,0.463256080582525,-0.527946261766581,-0.527946261766581,False
2011-03-01,0.0623409199472882,0.482771507692529,-0.545112428186622,-0.545112428186622,False
2011-04-01,0.059991659257327,0.495061491382335,-0.555053151186468,-0.555053151186468,False
2011-05-01,0.0576423985673658,0.507351475094847,-0.564993874209017,-0.564993874209017,False
2011-06-01,0.0533951161231193,0.521302722986519,-0.574697839656443,-0.574697839656443,False
2011-07-01,0.0491478336788728,0.331103813435833,-0.38025164766151,-0.38025164766151,False
2011-08-01,0.0449005512346262,0.344168663844598,-0.389069215626028,-0.389069215626028,False
2011-09-01,0.0406532687903797,1.02130568133166,-0.0619589506688385,-0.0619589506688385,False
2011-10-01,0.0364059863461332,0.365109401429245,-0.401515388322183,-0.401515388322183,False
2011-11-01,0.0343107399778309,0.37426186830677,-0.408572608831406,-0.408572608831406,False
2011-12-01,0.0322154936095285,-1.61658561089991,1.58437011674358,1.58437011674358,False
2012-01-01,0.0301202472412262,-3.26865797179393,3.23853772400592,3.23853772400592,False
2012-02-01,0.0280250008729238,-0.268319666302822,0.240294664883095,0.240294664883095,False
2012-03-01,0.0259297545046215,-0.267981279938014,0.24205152488659,0.24205152488659,False
2012-04-01,0.0282273553178522,0.39548306896323,-0.423710424827886,-0.423710424827886,False
2012-05-01,0.0305249561310829,0.392280769136343,-0.422805725814229,-0.422805725814229,False
2012-06-01,0.0328225569443135,0.394949694151682,-0.427772251642798,-0.427772251642798,False
2012-07-01,0.0351201577575442,0.354296082990807,-0.389416241295154,-0.389416241295154,False
2012-08-01,0.0374177585707749,0.352949452264722,-0.390367211382302,-0.390367211382302,False
2012-09-01,0.0817552822000657,0.319866326670799,-0.401621609417668,-0.401621609417668,False
2012-10-01,0.126092805829357,-0.963216647284962,0.837123840908805,0.837123840908805,False
2012-11-01,0.170430329458647,-0.246141942037813,0.0757116120323611,0.0757116120323611,False
2012-12-01,0.214767853087938,-0.528696558037677,0.313928704402937,0.313928704402937,False
2013-01-01,0.259105376717229,-0.311491380758473,0.0523860034944403,0.0523860034944403,False
2013-02-01,0.342825330941657,-0.373583332827598,0.0307580013391375,0.0307580013391375,False
2013-03-01,0.426545285166085,-0.68567525456909,0.259129968856202,0.259129968856202,False
