date,trend,remainder,seasonal15,seasonal29,is_projected
2008-01-01,0.276745854881936,0.276015829808821,0.378543110345253,-0.93130479503601,False
2008-02-01,0.271918059643535,1.72287573001829,-1.78796438874186,-0.206829400919974,False
2008-03-01,0.267090264405133,0.979937861021607,-2.01472744926254,0.767699323835797,False
2008-04-01,0.262262469166731,2.20338769588536,-1.11974990923382,1.65409974418173,False
2008-05-01,0.25743467392833,0.578613279717075,-1.09177478864043,1.25572683499503,False
2008-06-01,0.252606878689928,0.171005504991247,-0.621860988547391,1.19824860486622,False
2008-07-01,0.247243780432079,-0.130902126600817,-0.393471731342749,0.277130077511488,False
2008-08-01,0.24188068217423,-0.19256863117239,-0.041145576541103,-0.0081664744607369,False
2008-09-01,0.23651758391638,-0.174861829936483,0.309597417484529,-0.371253171464426,False
2008-10-01,0.231154485658531,-0.328773018606679,0.857949687022111,-0.760331154073964,False
2008-11-01,0.225791387400682,-0.015899502054491,0.871674588940523,-1.08156647428671,False
2008-12-01,0.21523905353499,0.0655893234462532,1.06918870528175,-1.350017082263,False
2009-01-01,0.204686719669299,0.0989471826734012,1.16037561348608,-1.46400951582878,False
2009-02-01,0.194134385803608,0.362596326174737,0.932261362721155,-1.4889920746995,False
2009-03-01,0.183582051937916,-0.0402688169704243,1.49110434059096,-1.63441757555845,False
2009-04-01,0.173029718072225,0.493687549265563,0.378543110345253,-1.04526037768304,False
2009-05-01,0.147358711305221,0.112375101910845,-1.78796438874186,1.52823057552579,False
2009-06-01,0.121687704538217,-2.47008279632297,-2.01472744926254,4.36312254104729,False
2009-07-01,0.0960166977712131,-0.847919310849502,-1.11974990923382,1.87165252231211,False
2009-08-01,0.0703456910042092,-0.627259108017778,-1.09177478864043,1.648688205654,False
2009-09-01,0.0446746842372052,0.0503546545807282,-0.621860988547391,0.526831649729458,False
2009-10-01,0.036621788804197,0.0687146637891392,-0.393471731342749,0.288135278749413,False
2009-11-01,0.0285688933711888,0.0764688428573916,-0.041145576541103,-0.0638921596874775,False
2009-12-01,0.0205159979381806,0.0466026727805993,0.309597417484529,-0.376716088203308,False
2010-01-01,0.0124631025051724,-0.0742184382915051,0.857949687022111,-0.796194351235779,False
2010-02-01,0.0044102070721641,0.226720742302592,0.871674588940523,-1.10280553831528,False
2010-03-01,0.009500890555963,-0.382905064112391,1.06918870528175,-0.695784531725325,False
2010-04-01,0.014591574039762,-0.0265714266827115,1.16037561348608,-1.14839576084313,False
2010-05-01,0.0196822575235609,-0.0983148327869986,0.932261362721155,-0.853628787457718,False
2010-06-01,0.0247729410073598,-0.58457248656231,1.49110434059096,-0.93130479503601,False
2010-07-01,0.0298636244911587,-0.201577333916438,0.378543110345253,-0.206829400919974,False
2010-08-01,0.0328769089753158,0.987388155930742,-1.78796438874186,0.767699323835797,False
2010-09-01,0.035890193459473,0.324737511621333,-2.01472744926254,1.65409974418173,False
2010-10-01,0.0389034779436302,-0.174880403704834,-1.11974990923382,1.25572683499503,False
2010-11-01,0.0419167624277874,-0.148390578653572,-1.09177478864043,1.19824860486622,False
2010-12-01,0.0449300469119446,0.299800864123958,-0.621860988547391,0.277130077511488,False
2011-01-01,0.0468791157596723,0.354759090043814,-0.393471731342749,-0.0081664744607369,False
2011-02-01,0.0488281846074001,0.363570563398129,-0.041145576541103,-0.371253171464426,False
2011-03-01,0.0507772534551278,0.399956483134307,0.309597417484529,-0.760331154073964,False
2011-04-01,0.0527263223028556,0.170890464961747,0.857949687022111,-1.08156647428671,False
2011-05-01,0.0546753911505833,0.42366710217189,0.871674588940523,-1.350017082263,False
2011-06-01,0.0499800988210124,0.344840711726014,1.06918870528175,-1.46400951582878,False
2011-07-01,0.0452848064914414,0.283331654721979,1.16037561348608,-1.4889920746995,False
2011-08-01,0.0405895141618705,0.661566698675426,0.932261362721155,-1.63441757555845,False
2011-09-01,0.0358942218322995,0.51826181525978,1.49110434059096,-1.04526037768304,False
2011-10-01,0.0311989295027286,-1.93797261537377,0.378543110345253,1.52823057552579,False
2011-11-01,0.02852576436094,-2.60368391666637,-1.78796438874186,4.36312254104729,False
2011-12-01,0.0258525992191515,0.117222327731273,-2.01472744926254,1.87165252231211,False
2012-01-01,0.0231794340773629,-0.55211773049754,-1.11974990923382,1.648688205654,False
2012-02-01,0.0205062689355743,0.5444368699754,-1.09177478864043,0.526831649729458,False
2012-03-01,0.0178331037937858,0.315892606004192,-0.621860988547391,0.288135278749413,False
2012-04-01,0.0313827127589393,0.425981178271288,-0.393471731342749,-0.0638921596874775,False
2012-05-01,0.0449323217240927,0.372929343020319,-0.041145576541103,-0.376716088203308,False
2012-06-01,0.0584819306892462,0.428115003062004,0.309597417484529,-0.796194351235779,False
2012-07-01,0.0720315396543997,0.172824311638768,0.857949687022111,-1.10280553831528,False
2012-08-01,0.0855811486195531,-0.261471205834751,0.871674588940523,-0.695784531725325,False
2012-09-01,0.135308109308089,-0.0561010537467124,1.06918870528175,-1.14839576084313,False
2012-10-01,0.185035069996625,-0.491781896024987,1.16037561348608,-0.853628787457718,False
2012-11-01,0.234762030685161,-0.235718598370307,0.932261362721155,-0.93130479503601,False
2012-12-01,0.284488991373697,-1.56876393104468,1.49110434059096,-0.206829400919974,False
2013-01-01,0.334215952062234,-1.48045838624328,0.378543110345253,0.767699323835797,False
2013-02-01,0.399777872286651,-0.265913227726526,-1.78796438874186,1.65409974418173,False
2013-03-01,0.465339792511068,0.293660821756442,-2.01472744926254,1.25572683499503,False
2013-04-01,0.530901712735485,0.39059959163212,-1.11974990923382,1.19824860486622,False
