date,observation,trend,seasonal,remainder,is_projected
2010-10-04,8,3.33805362945084,0.934698641633125,3.72724772891603,False
2010-11-04,9,3.17094016384022,1.82700665738651,4.00205317877327,False
2010-12-04,5,3.0038266982296,1.94153633217934,0.0546369695910607,False
2011-01-04,1,2.87642677341124,2.06145038139811,-3.93787715480935,False
2011-02-04,1,2.74902684859288,2.51469515508297,-4.26372200367585,False
2011-03-04,0,2.61988758419104,1.41013312490365,-4.03002070909469,False
2011-04-04,1,2.4907483197892,-1.24998968684825,-0.240758632940955,False
2011-05-04,2,2.37454562337177,-1.66791218057227,1.2933665572005,False
2011-06-04,1,2.25834292695433,-2.19694513112,0.938602204165667,False
2011-07-04,0,2.45293582071599,-2.52569266396711,0.0727568432511205,False
2011-08-04,1,2.64752871447765,-2.29888562682998,0.651356912352328,False
2011-09-04,2,2.89836317741097,-0.75009490780174,-0.148268269609232,False
2011-10-04,3,3.14919764034429,0.934698641633125,-1.08389628197742,False
2011-11-04,7,3.20316164809865,1.82700665738651,1.96983169451484,False
2011-12-04,5,3.25712565585301,1.94153633217934,-0.198661988032347,False
2012-01-04,3,3.20479469402589,2.06145038139811,-2.266245075424,False
2012-02-04,9,3.15246373219877,2.51469515508297,3.33284111271827,False
2012-03-04,5,2.98543809190621,1.41013312490365,0.604428783190139,False
2012-04-04,2,2.81841245161366,-1.24998968684825,0.43157723523459,False
2012-05-04,1,2.5705671721663,-1.66791218057227,0.0973450084059673,False
2012-06-04,0,2.32272189271895,-2.19694513112,-0.125776761598948,False
2012-07-04,0,2.09498814547043,-2.52569266396711,0.430704518496686,False
2012-08-04,0,1.8672543982219,-2.29888562682998,0.431631228608075,False
2012-09-04,0,1.71646355050594,-0.75009490780174,-0.966368642704198,False
2012-10-04,0,1.56567270278997,0.934698641633125,-2.5003713444231,False
2012-11-04,2,1.59633790022931,1.82700665738651,-1.42334455761582,False
2012-12-04,3,1.62700309766865,1.94153633217934,-0.568539429847986,False
2013-01-04,5,1.77667261875284,2.06145038139811,1.16187699984905,False
2013-02-04,4,1.92634213983704,2.51469515508297,-0.441037294920008,False
2013-03-04,2,2.12458806134922,1.41013312490365,-1.53472118625287,False
2013-04-04,1,2.3228339828614,-1.24998968684825,-0.072844296013149,False
2013-05-04,4,2.54505350936127,-1.66791218057227,3.122858671211,False
2013-06-04,1,2.76727303586114,-2.19694513112,0.42967209525886,False
2013-07-04,1,2.99937414823283,-2.52569266396711,0.526318515734279,False
2013-08-04,0,3.23147526060453,-2.29888562682998,-0.932589633774548,False
2013-09-04,2,3.44953942660445,-0.75009490780174,-0.699444518802712,False
2013-10-04,3,3.66760359260438,0.934698641633125,-1.6023022342375,False
2013-11-04,5,3.71071978067523,1.82700665738651,-0.537726438061738,False
2013-12-04,8,3.75383596874608,1.94153633217934,2.30462769907458,False
2014-01-04,4,3.69576570772421,2.06145038139811,-1.75721608912232,False
2014-02-04,8,3.63769544670233,2.51469515508297,1.8476093982147,False
2014-03-04,11,3.47984350764332,1.41013312490365,6.11002336745303,False
2014-04-04,1,3.32199156858431,-1.24998968684825,-1.07200188173606,False
2014-05-04,0,3.03085460541687,-1.66791218057227,-1.3629424248446,False
2014-06-04,0,2.73971764224943,-2.19694513112,-0.542772511129424,False
2014-07-04,0,2.43894213289274,-2.52569266396711,0.0867505310743777,False
2014-08-04,0,2.13816662353605,-2.29888562682998,0.160719003293934,False
2014-09-04,0,2.01233351420338,-0.75009490780174,-1.26223860640164,False
2014-10-04,1,1.88650040487071,0.934698641633125,-1.82119904650383,False
2014-11-04,1,1.95180534979521,1.82700665738651,-2.77881200718172,False
2014-12-04,4,2.01711029471971,1.94153633217934,0.0413533731009554,False
2015-01-04,4,2.12454581599527,2.06145038139811,-0.185996197393381,False
2015-02-04,4,2.23198133727083,2.51469515508297,-0.746676492353802,False
2015-03-04,8,2.3435542626702,1.41013312490365,4.24631261242615,False
2015-04-04,2,2.45512718806956,-1.24998968684825,0.794862498778686,False
2015-05-04,1,2.70168584719446,-1.66791218057227,-0.0337736666221939,False
2015-06-04,1,2.94824450631937,-2.19694513112,0.248700624800633,False
2015-07-04,0,3.19683850966993,-2.52569266396711,-0.671145845702818,False
2015-08-04,0,3.44543251302049,-2.29888562682998,-1.14654688619052,False
2015-09-04,0,3.47101811340533,-0.75009490780174,-2.72092320560359,False
2015-10-04,1,3.49660371379016,0.934698641633125,-3.43130235542329,False
2015-11-04,8,3.43180658151792,1.82700665738651,2.74118676109557,False
2015-12-04,9,3.36700944924568,1.94153633217934,3.69145421857498,False
2016-01-04,12,3.34826866652594,2.06145038139811,6.59028095207595,False
2016-02-04,6,3.3295278838062,2.51469515508297,0.155776961110834,False
2016-03-04,1,3.19029983141916,1.41013312490365,-3.60043295632281,False
2016-04-04,0,3.05107177903212,-1.24998968684825,-1.80108209218388,False
2016-05-04,0,2.66472765583742,-1.66791218057227,-0.996815475265148,False
2016-06-04,1,2.27838353264271,-2.19694513112,0.918561598477288,False
2016-07-04,0,2.01097728106782,-2.52569266396711,0.514715382899292,False
2016-08-04,0,1.74357102949293,-2.29888562682998,0.555314597337051,False
2016-09-04,1,1.88339510200719,-0.75009490780174,-0.133300194205451,False
2016-10-04,1,2.02321917452146,0.934698641633125,-1.95791781615458,False
2016-11-04,1,2.22533989633484,1.82700665738651,-3.05234655372135,False
2016-12-04,1,2.42746061814822,1.94153633217934,-3.36899695032756,False
2017-01-04,7,2.6089524838351,2.06145038139811,2.32959713476679,False
2017-02-04,5,2.79044434952198,2.51469515508297,-0.305139504604946,False
