cycle1,cycle2,nll,acf,avg_rank,norm_prod
10,24,93.40751373680487,-8.948138812505323e-09,7.0,0.0
10,26,134.5611129399252,-1.8706978386860843e-06,12.5,0.44466428786280365
10,27,123.28214594234198,-1.593025209296829e-08,11.5,0.32280164546081924
10,25,167.8486706686382,-9.973184430848822e-06,15.5,0.8042653141615279
10,29,144.42916657855062,-5.118056712915968e-19,24.5,0.5512997189852158
11,25,146.41500686654953,-0.001502102226126944,12.5,0.5634173847789418
10,28,142.1252404100808,-1.148573891871216e-15,20.5,0.5264053108565714
11,28,121.94406663663912,-8.796063876541232e-17,17.0,0.3083434721976181
11,24,115.41818870514601,-0.009968461179910798,3.5,0.21209284289555028
11,26,123.19914959660821,-6.087767379416555e-06,8.5,0.3218836341643854
11,27,121.5195357364396,-2.2710843891714772e-10,11.0,0.30375632554212634
11,29,155.27872759018783,-3.4852475790556784e-20,27.0,0.6685315137955677
12,24,122.88235429951648,-4.845609188475816e-07,10.0,0.31848019294833324
12,25,142.63133631524477,-4.649156642625322e-06,13.5,0.5318469397738385
12,26,123.62270785714773,-0.0004776746457834915,8.0,0.32478854671294094
12,27,134.42641100564344,-7.361145478058862e-10,14.5,0.4432178319825314
13,28,173.4505087740556,-7.085511396535405e-15,24.5,0.8648814417604057
12,29,154.36162210548434,-1.0780697116796148e-19,26.0,0.6586219956236447
13,27,144.36930780726976,-1.399417145887927e-09,17.0,0.5506529239723458
13,24,121.69559908774167,-0.09211586009872615,4.0,0.0
12,28,134.87883874946348,-5.864204831162344e-16,20.0,0.4481064127094794
13,29,141.88592596994746,-3.189615959618829e-16,21.0,0.5238194678615671
13,26,185.9554528789868,-7.464802210300228e-05,17.5,0.999189628995235
13,25,100.90689855289483,-3.1274017930064573e-06,5.5,0.08102968338269044
14,25,110.1802272147372,-3.9723764995212435e-18,15.0,0.1812327063508601
14,24,111.93150856643754,-7.292302975194606e-12,11.5,0.20015567067039397
14,27,172.6788959816986,-2.8337049399812235e-12,23.0,0.8565440027861676
14,28,175.7767074089493,-2.6978395838095016e-11,23.0,0.8900165083252296
14,29,175.796943020974,-5.322129905882525e-14,25.0,0.8902351586408227
14,26,127.63341156475329,-8.769139148932516e-11,15.0,0.3698180436280164
