cycle1,cycle2,nll,acf,avg_rank,norm_prod
10,24,28.211964197104425,-0.00036827243270375943,15.5,0.27482348217215
10,25,113.5014214108442,-0.32310198733586115,14.0,0.3660523445658066
10,26,107.94974256331611,-0.07693913986031686,14.5,0.5620717406069229
10,27,86.97322628751616,-6.41921472310838e-05,22.5,0.5348189287266005
11,26,92.64932948032029,-0.06795673358123043,13.5,0.5082976406669926
11,24,132.76775086750237,-0.002047052338056249,25.0,0.7353676562564545
10,28,44.364018604761554,-0.013469546743088364,12.5,0.34006663471594467
10,29,44.371425327077645,-0.05541934019393931,9.0,0.3203644468138136
11,27,31.982465858866217,-0.00010120974313006292,16.5,0.29159805766561125
11,28,84.82658351064224,-0.02192732117777692,14.5,0.5097277362396628
11,25,103.12948096991155,-0.10490211578233918,13.0,0.5199559944773242
11,29,84.44588072320781,-0.043211767129003854,13.0,0.49295821574279824
12,24,192.13449128473542,-0.0004569157635154892,27.0,0.9993796475691415
12,25,109.76798914141358,-0.019227102936808148,19.5,0.619091174416516
12,26,87.42692066988059,-0.024083839843060423,15.0,0.5193145692205571
12,27,69.5710255819602,-0.002828805932855409,16.5,0.456135686301324
12,28,46.36828642496811,-0.08549900698763349,8.0,0.3140209490360931
13,25,114.67705232601865,-0.36885252047439393,14.0,0.3281297010503081
13,26,127.133332588675,-0.049089675965868156,18.5,0.665001569849785
12,29,6.396040454883213,-0.0015649865848256076,12.5,0.1780885891971508
13,24,128.33919000057884,-9.466490078178448e-05,27.5,0.7177374014546809
13,27,90.37526933509251,-0.002655043068642003,19.5,0.5479303845172827
13,29,-33.95337098570611,-0.020834121960053298,7.5,0.0
13,28,26.58335277285374,-0.010168733824159842,11.0,0.2640602836171577
14,28,94.28666325312298,-0.016451296793181722,18.5,0.5545421273898806
14,27,45.83621387784104,-7.217338479575538e-08,20.0,0.35291405766889217
14,25,3.6521029736621378,-0.7364259607581617,1.5,0.0
14,24,50.22507516780603,-6.222476465960538e-06,20.5,0.3723231414860096
14,26,27.892136915211747,-0.06327456385701899,6.5,0.25004295164367074
14,29,62.094109614857636,-0.0014214133150939937,18.0,0.4240037607094366
