date,trend,remainder,seasonal17,seasonal25,is_projected,projection,observation
2015-01-01,14.6042625969304,14.975764194991,-7.48068922538345,19.9006624334621,False,27.02423580500905,42.00000000000005
2015-02-01,14.5651577625116,10.3071364024456,-12.9404557712498,8.0681616062926,False,9.6928635975544,20.0
2015-03-01,14.5260529280929,7.16112360913745,-13.8936230716229,12.2064465343925,False,12.8388763908625,19.99999999999995
2015-04-01,14.4869480936741,2.98755636214548,-2.7653005621997,3.29079610638008,False,15.01244363785448,17.99999999999996
2015-05-01,14.4478432592554,-2.60929483775253,7.36543910214966,-14.2039875236525,False,7.609294837752559,5.000000000000029
2015-06-01,14.4021313939104,-5.87334442144898,13.1124902152555,-19.641277187717,False,7.873344421448898,1.9999999999999183
2015-07-01,14.3564195285655,0.722196699750491,7.33486111694717,-18.4134773452631,False,3.2778033002495697,4.00000000000006
2015-08-01,14.3107076632205,-4.12428447708129,1.31091712658918,-7.49734031272838,False,8.1242844770813,4.00000000000001
2015-09-01,14.2649957978755,2.65772210030164,-8.60654364918392,-1.31617424899323,False,4.342277899698351,6.999999999999991
2015-10-01,14.1859522688141,2.22375677271308,-6.47682397270221,4.06711493117503,False,11.776243227286919,14.0
2015-11-01,14.1069087397527,0.25028355202611,-10.576227732485,7.21903544070625,False,10.74971644797395,11.00000000000006
2015-12-01,14.0278652106913,2.60582065866208,-0.122013150687253,6.48832728133391,False,20.394179341337956,23.000000000000036
2016-01-01,13.9488216816299,9.12024760118117,12.9488429621009,-0.0179122449118864,False,26.879752398818912,36.000000000000085
2016-02-01,13.784447672798,2.57112855112609,7.23437741988111,-12.5899536438052,False,8.42887144887391,11.0
2016-03-01,13.6200736639662,-4.1263833154297,13.4330089594192,-14.9266993079557,False,12.1263833154297,8.0
2016-04-01,13.4556996551343,-8.43666406429461,3.3324980531207,-4.3515336439604,False,12.4366640642946,3.999999999999991
2016-05-01,13.2913256463025,-8.23874936170746,-3.21075633688821,7.15818005229321,False,17.2387493617075,9.00000000000004
2016-06-01,13.1748419551741,-7.14465566254978,-7.48068922538345,9.45050293275916,False,15.144655662549813,8.000000000000032
2016-07-01,13.0583582640457,-5.93205490864637,-12.9404557712498,11.8141524158505,False,11.9320549086464,6.00000000000003
2016-08-01,12.9418745729173,-4.08731549587781,-13.8936230716229,6.03906399458342,False,5.08731549587782,1.0000000000000098
2016-09-01,12.8253908817889,-0.934354494464374,-2.7653005621997,-4.12573582512479,False,5.93435449446441,5.0000000000000355
2016-10-01,12.9232561699446,4.41484021125262,7.36543910214966,-15.7035354833469,False,4.585159788747358,8.999999999999979
2016-11-01,13.0211214581004,8.06321836491094,13.1124902152555,-6.1968300382668,False,19.936781635089098,28.000000000000036
2016-12-01,13.1189867462561,1.93048516515527,7.33486111694717,16.6156669716414,False,37.06951483484467,38.999999999999936
2017-01-01,13.2168520344119,7.80588485617441,1.31091712658918,6.66634598282456,False,21.19411514382564,29.00000000000005
2017-02-01,13.4363040856487,-12.7304228699269,-8.60654364918392,19.9006624334621,False,24.73042286992688,11.99999999999998
2017-03-01,13.6557561368856,-7.24709377047602,-6.47682397270221,8.0681616062926,False,15.24709377047599,7.99999999999997
2017-04-01,13.8752081881225,-3.50542699003003,-10.576227732485,12.2064465343925,False,15.50542699003,11.99999999999997
2017-05-01,14.0946602393594,-3.26344319505224,-0.122013150687253,3.29079610638008,False,17.263443195052226,13.999999999999986
2017-06-01,14.355364805295,-5.10022024374331,12.9488429621009,-14.2039875236525,False,13.100220243743399,8.000000000000089
2017-07-01,14.6160693712306,4.79083039660527,7.23437741988111,-19.641277187717,False,2.2091696033947077,6.999999999999978
2017-08-01,14.8767739371661,5.10369444867776,13.4330089594192,-18.4134773452631,False,9.896305551322198,14.999999999999957
2017-09-01,15.1374785031017,15.027363756506,3.3324980531207,-7.49734031272838,False,10.97263624349402,26.00000000000002
2017-10-01,15.1764328446808,9.3504977412006,-3.21075633688821,-1.31617424899323,False,10.649502258799359,19.999999999999957
2017-11-01,15.21538718626,-4.80181289205154,-7.48068922538345,4.06711493117503,False,11.80181289205158,7.000000000000039
2017-12-01,15.2543415278391,-0.532921197295495,-12.9404557712498,7.21903544070625,False,9.53292119729555,9.000000000000055
2018-01-01,15.2932958694182,-2.88800007912925,-13.8936230716229,6.48832728133391,False,7.888000079129211,4.999999999999961
2018-02-01,15.1751278310194,-9.39191502390778,-2.7653005621997,-0.0179122449118864,False,12.391915023907814,3.0000000000000338
2018-03-01,15.0569597926205,-2.83244525096501,7.36543910214966,-12.5899536438052,False,9.832445250964959,6.9999999999999485
2018-04-01,14.9387917542217,3.87541733847849,13.1124902152555,-14.9266993079557,False,13.1245826615215,16.99999999999999
2018-05-01,14.8206237158228,8.19604881119039,7.33486111694717,-4.3515336439604,False,17.80395118880957,25.99999999999996
2018-06-01,14.5220664253236,8.00883639579404,1.31091712658918,7.15818005229321,False,22.991163604205987,31.00000000000003
2018-07-01,14.2235091348243,6.93253158160046,-8.60654364918392,9.45050293275916,False,15.06746841839954,22.0
2018-08-01,13.924951844325,5.73771971252663,-6.47682397270221,11.8141524158505,False,19.26228028747329,24.99999999999992
2018-09-01,13.6263945538258,3.91076918407585,-10.576227732485,6.03906399458342,False,9.089230815924221,13.000000000000071
2018-10-01,13.4766654296945,0.77108354611757,-0.122013150687253,-4.12573582512479,False,9.228916453882455,10.000000000000025
2018-11-01,13.3269363055632,-4.57224378431713,12.9488429621009,-15.7035354833469,False,10.572243784317198,6.000000000000068
2018-12-01,13.1772071814319,-8.21475456304619,7.23437741988111,-6.1968300382668,False,14.21475456304621,6.0000000000000195
2019-01-01,13.0274780573006,-2.07615398836126,13.4330089594192,16.6156669716414,False,43.0761539883612,40.999999999999936
2019-02-01,12.9461709244329,-7.94501496037818,3.3324980531207,6.66634598282456,False,22.94501496037816,14.999999999999979
2019-03-01,12.8648637915652,-2.5547698881391,-3.21075633688821,19.9006624334621,False,29.55476988813909,26.999999999999993
2019-04-01,12.7835566586976,-3.37102903960671,-7.48068922538345,8.0681616062926,False,13.37102903960675,10.000000000000039
2019-05-01,12.7022495258299,-3.9682402889726,-12.9404557712498,12.2064465343925,False,11.9682402889726,8.0
2019-06-01,12.6414110729396,-0.0385841076967708,-13.8936230716229,3.29079610638008,False,2.0385841076967814,2.0000000000000107
2019-07-01,12.5805726200493,7.38871546580296,-2.7653005621997,-14.2039875236525,False,0.0,7.38871546580296
2019-08-01,12.5197341671589,0.756103918408341,7.36543910214966,-19.641277187717,False,0.24389608159155785,0.9999999999998989
2019-09-01,12.4588957142686,-6.15790858426101,13.1124902152555,-18.4134773452631,False,7.1579085842609995,0.9999999999999893
2019-10-01,12.4039730859988,-11.2414938902176,7.33486111694717,-7.49734031272838,False,12.24149389021759,0.9999999999999911
2019-11-01,12.349050457729,-12.343793335325,1.31091712658918,-1.31617424899323,False,12.34379333532495,-4.973799150320701e-14
2019-12-01,12.2941278294592,2.24530088854966,-8.60654364918392,4.06711493117503,False,7.75469911145031,9.99999999999997
2020-01-31,12.2941278294592,,-7.48068922538345,19.9006624334621,True,24.714101037537848,
2020-02-29,12.2941278294592,,-12.9404557712498,8.0681616062926,True,7.4218336645019996,
2020-03-31,12.2941278294592,,-13.8936230716229,12.2064465343925,True,10.6069512922288,
2020-04-30,12.2941278294592,,-2.7653005621997,3.29079610638008,True,12.81962337363958,
2020-05-31,12.2941278294592,,7.36543910214966,-14.2039875236525,True,5.455579407956359,
2020-06-30,12.2941278294592,,13.1124902152555,-19.641277187717,True,5.765340856997698,
2020-07-31,12.2941278294592,,7.33486111694717,-18.4134773452631,True,1.2155116011432696,
2020-08-31,12.2941278294592,,1.31091712658918,-7.49734031272838,True,6.107704643319999,
2020-09-30,12.2941278294592,,-8.60654364918392,-1.31617424899323,True,2.3714099312820505,
2020-10-31,12.2941278294592,,-6.47682397270221,4.06711493117503,True,9.88441878793202,
2020-11-30,12.2941278294592,,-10.576227732485,7.21903544070625,True,8.93693553768045,
2020-12-31,12.2941278294592,,-0.122013150687253,6.48832728133391,True,18.660441960105857,
2021-01-31,12.2941278294592,,12.9488429621009,-0.0179122449118864,True,25.225058546648214,
2021-02-28,12.2941278294592,,7.23437741988111,-12.5899536438052,True,6.938551605535109,
2021-03-31,12.2941278294592,,13.4330089594192,-14.9266993079557,True,10.8004374809227,
2021-04-30,12.2941278294592,,3.3324980531207,-4.3515336439604,True,11.2750922386195,
2021-05-31,12.2941278294592,,-3.21075633688821,7.15818005229321,True,16.2415515448642,
2021-06-30,12.2941278294592,,-7.48068922538345,9.45050293275916,True,14.26394153683491,
2021-07-31,12.2941278294592,,-12.9404557712498,11.8141524158505,True,11.1678244740599,
2021-08-31,12.2941278294592,,-13.8936230716229,6.03906399458342,True,4.43956875241972,
2021-09-30,12.2941278294592,,-2.7653005621997,-4.12573582512479,True,5.403091442134709,
2021-10-31,12.2941278294592,,7.36543910214966,-15.7035354833469,True,3.9560314482619585,
2021-11-30,12.2941278294592,,13.1124902152555,-6.1968300382668,True,19.2097880064479,
2021-12-31,12.2941278294592,,7.33486111694717,16.6156669716414,True,36.24465591804777,
2022-01-31,12.2941278294592,,1.31091712658918,6.66634598282456,True,20.27139093887294,
2022-02-28,12.2941278294592,,-8.60654364918392,19.9006624334621,True,23.58824661373738,
