cycle1,cycle2,nll,acf,avg_rank,norm_prod
10,26,157.95569312645563,-4.9020299967616956e-14,24.0,0.5735200921472862
10,28,237.55927790464762,-4.593472267978406e-13,27.5,0.9999999998407896
10,25,126.8715259501394,-3.549424040772086e-05,11.5,0.4019783446121815
10,27,218.41601792072163,-1.016811742541023e-14,28.5,0.8974390942724582
10,24,68.8602735131966,-0.002885158490852852,2.0,0.0
11,25,113.55879734163551,-8.113712740648823e-13,18.5,0.33566165797850545
11,26,99.96339300759898,-3.0696985939590965e-12,17.0,0.2628236467461027
11,24,137.76291057056426,-0.00043315532417895745,12.0,0.3954743335258163
11,28,116.62456335585532,-1.3407006836510241e-09,16.5,0.3520864784733573
10,29,194.2748810197745,-4.426555414407136e-12,23.5,0.7681018293366342
11,29,92.8005904550239,-9.348969849819404e-10,13.5,0.224448526476009
11,27,119.36682704002331,-1.2092150686204628e-08,16.0,0.36677691008987856
12,26,93.71174320176364,-7.967481310492356e-12,15.0,0.2293301417909966
12,27,88.01585848698662,-2.5098165770494856e-10,12.5,0.19881415785209763
12,25,89.70870867514122,-3.272839175971295e-07,8.5,0.20786011704811705
12,24,50.906675251436205,-8.749005912967857e-08,6.0,0.0
12,29,70.98450093465149,-0.0010461522684192392,3.0,0.06856400102070044
12,28,51.4970174586277,-3.857616105518497e-05,3.0,0.003120497640272691
13,24,109.48997802298378,-6.12809953564417e-06,9.5,0.3131961223174911
13,25,88.28784822253002,-1.536127573660491e-06,7.5,0.2001647435237067
13,26,196.67489253041038,-2.912183957000119e-14,27.0,0.780960003800916
13,27,134.3685868655154,-1.6450536155150155e-08,17.0,0.4471485237619135
13,28,174.51188002046197,-6.613858651746403e-06,15.0,0.6607025769536786
13,29,133.94657326909504,-4.532279177694489e-09,18.0,0.4448894169723131
14,26,118.51979529169951,-4.226590032864224e-08,14.0,0.3622351287158126
14,25,96.50239463702607,-1.588779474372724e-06,9.0,0.24414666817857636
14,24,113.88991016276165,-1.9791384399283938e-08,13.5,0.3374332956978811
14,27,160.96570615741567,-5.064835228013734e-09,19.5,0.5896453418554305
14,29,200.9560516963456,-4.419033910268977e-14,27.0,0.8038965131463681
14,28,219.40654328275318,-2.745189481574139e-23,29.5,0.9027458799724263
